study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence,events,total,pct,ci95_low,ci95_high
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,overall_incidence,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,,29.0,183.0,15.85,11.27,21.83
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,specialty_specific,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,,29.0,183.0,15.85,11.27,21.83
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,geographic_variation,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,,29.0,183.0,15.85,11.27,21.83
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,overall_incidence,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,,45.0,62.0,72.58,60.41,82.12
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,specialty_specific,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,,45.0,62.0,72.58,60.41,82.12
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,geographic_variation,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,,45.0,62.0,72.58,60.41,82.12
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,,12.0,171.0,7.02,4.06,11.86
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,,12.0,171.0,7.02,4.06,11.86
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,,12.0,171.0,7.02,4.06,11.86
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,,12.0,171.0,7.02,4.06,11.86
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,,39.0,268.0,14.55,10.83,19.27
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,,39.0,268.0,14.55,10.83,19.27
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,,39.0,268.0,14.55,10.83,19.27
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,,39.0,268.0,14.55,10.83,19.27
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,,5.0,91.0,5.49,2.37,12.22
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,,5.0,91.0,5.49,2.37,12.22
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,,5.0,91.0,5.49,2.37,12.22
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,,5.0,91.0,5.49,2.37,12.22
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,,7.0,80.0,8.75,4.3,16.98
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,,7.0,80.0,8.75,4.3,16.98
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,,7.0,80.0,8.75,4.3,16.98
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,,7.0,80.0,8.75,4.3,16.98
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,,6.0,30.0,20.0,9.5,37.31
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,,6.0,30.0,20.0,9.5,37.31
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,,6.0,30.0,20.0,9.5,37.31
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,,6.0,30.0,20.0,9.5,37.31
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,,20.0,67.0,29.85,20.23,41.66
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,,20.0,67.0,29.85,20.23,41.66
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,,20.0,67.0,29.85,20.23,41.66
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,,20.0,67.0,29.85,20.23,41.66
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,95.0,573.0,16.58,13.76,19.85
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,95.0,573.0,16.58,13.76,19.85
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,95.0,573.0,16.58,13.76,19.85
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,225.0,61.33,54.83,67.46
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,225.0,61.33,54.83,67.46
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,225.0,61.33,54.83,67.46
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,74.0,225.0,32.89,27.08,39.27
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,74.0,225.0,32.89,27.08,39.27
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,74.0,225.0,32.89,27.08,39.27
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,80.0,95.0,84.21,75.57,90.19
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,80.0,95.0,84.21,75.57,90.19
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,80.0,95.0,84.21,75.57,90.19
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,11.0,95.0,11.58,6.59,19.55
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,11.0,95.0,11.58,6.59,19.55
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,,11.0,95.0,11.58,6.59,19.55
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,overall_incidence,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,,126.0,204.0,61.76,54.94,68.16
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,specialty_specific,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,,126.0,204.0,61.76,54.94,68.16
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,geographic_variation,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,,126.0,204.0,61.76,54.94,68.16
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,temporal_trends,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,,126.0,204.0,61.76,54.94,68.16
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,overall_incidence,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,,73.0,126.0,57.94,49.21,66.2
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,specialty_specific,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,,73.0,126.0,57.94,49.21,66.2
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,geographic_variation,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,,73.0,126.0,57.94,49.21,66.2
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,temporal_trends,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,,73.0,126.0,57.94,49.21,66.2
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,overall_incidence,"SSI incidence 53/126 (42.06%) in Ethiopia, general, 2022-2023",,,,,,53.0,126.0,42.06,33.8,50.79
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,specialty_specific,"SSI incidence 53/126 (42.06%) in Ethiopia, general, 2022-2023",,,,,,53.0,126.0,42.06,33.8,50.79
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,geographic_variation,"SSI incidence 53/126 (42.06%) in Ethiopia, general, 2022-2023",,,,,,53.0,126.0,42.06,33.8,50.79
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,temporal_trends,"SSI incidence 53/126 (42.06%) in Ethiopia, general, 2022-2023",,,,,,53.0,126.0,42.06,33.8,50.79
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,overall_incidence,"SSI incidence 36/120 (30.0%) in Tanzania, orthopedics, 2024-2024",,,,,,36.0,120.0,30.0,22.53,38.72
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,specialty_specific,"SSI incidence 36/120 (30.0%) in Tanzania, orthopedics, 2024-2024",,,,,,36.0,120.0,30.0,22.53,38.72
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,geographic_variation,"SSI incidence 36/120 (30.0%) in Tanzania, orthopedics, 2024-2024",,,,,,36.0,120.0,30.0,22.53,38.72
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,overall_incidence,"SSI incidence 23/90 (25.56%) in Tanzania, orthopedics, 2024-2024",,,,,,23.0,90.0,25.56,17.67,35.44
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,specialty_specific,"SSI incidence 23/90 (25.56%) in Tanzania, orthopedics, 2024-2024",,,,,,23.0,90.0,25.56,17.67,35.44
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,geographic_variation,"SSI incidence 23/90 (25.56%) in Tanzania, orthopedics, 2024-2024",,,,,,23.0,90.0,25.56,17.67,35.44
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,overall_incidence,"SSI incidence 13/30 (43.33%) in Tanzania, orthopedics, 2024-2024",,,,,,13.0,30.0,43.33,27.38,60.8
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,specialty_specific,"SSI incidence 13/30 (43.33%) in Tanzania, orthopedics, 2024-2024",,,,,,13.0,30.0,43.33,27.38,60.8
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,geographic_variation,"SSI incidence 13/30 (43.33%) in Tanzania, orthopedics, 2024-2024",,,,,,13.0,30.0,43.33,27.38,60.8
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,overall_incidence,"SSI incidence 28/36 (77.78%) in Tanzania, orthopedics, 2024-2024",,,,,,28.0,36.0,77.78,61.91,88.28
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,specialty_specific,"SSI incidence 28/36 (77.78%) in Tanzania, orthopedics, 2024-2024",,,,,,28.0,36.0,77.78,61.91,88.28
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,geographic_variation,"SSI incidence 28/36 (77.78%) in Tanzania, orthopedics, 2024-2024",,,,,,28.0,36.0,77.78,61.91,88.28
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,overall_incidence,"SSI incidence 8/36 (22.22%) in Tanzania, orthopedics, 2024-2024",,,,,,8.0,36.0,22.22,11.72,38.09
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,specialty_specific,"SSI incidence 8/36 (22.22%) in Tanzania, orthopedics, 2024-2024",,,,,,8.0,36.0,22.22,11.72,38.09
Hamudu2025-Tanzania-BMC_SRHH-2024-01,burden_incidence,geographic_variation,"SSI incidence 8/36 (22.22%) in Tanzania, orthopedics, 2024-2024",,,,,,8.0,36.0,22.22,11.72,38.09
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,overall_incidence,"SSI incidence 20/208 (9.62%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,20.0,208.0,9.62,6.31,14.38
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,specialty_specific,"SSI incidence 20/208 (9.62%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,20.0,208.0,9.62,6.31,14.38
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,geographic_variation,"SSI incidence 20/208 (9.62%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,20.0,208.0,9.62,6.31,14.38
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,overall_incidence,"SSI incidence 19/208 (9.13%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,19.0,208.0,9.13,5.93,13.83
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,specialty_specific,"SSI incidence 19/208 (9.13%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,19.0,208.0,9.13,5.93,13.83
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,geographic_variation,"SSI incidence 19/208 (9.13%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,19.0,208.0,9.13,5.93,13.83
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,overall_incidence,"SSI incidence 1/208 (0.48%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,1.0,208.0,0.48,0.08,2.67
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,specialty_specific,"SSI incidence 1/208 (0.48%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,1.0,208.0,0.48,0.08,2.67
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,geographic_variation,"SSI incidence 1/208 (0.48%) in Malawi, obstetrics/gynecology, 2023-2023",,,,,,1.0,208.0,0.48,0.08,2.67
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,overall_incidence,"SSI incidence 55/281 (19.57%) in Ethiopia, general, 2019-2020",,,,,,55.0,281.0,19.57,15.36,24.61
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,specialty_specific,"SSI incidence 55/281 (19.57%) in Ethiopia, general, 2019-2020",,,,,,55.0,281.0,19.57,15.36,24.61
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,geographic_variation,"SSI incidence 55/281 (19.57%) in Ethiopia, general, 2019-2020",,,,,,55.0,281.0,19.57,15.36,24.61
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,temporal_trends,"SSI incidence 55/281 (19.57%) in Ethiopia, general, 2019-2020",,,,,,55.0,281.0,19.57,15.36,24.61
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,overall_incidence,"SSI incidence 41/281 (14.59%) in Ethiopia, general, 2019-2020",,,,,,41.0,281.0,14.59,10.94,19.2
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,specialty_specific,"SSI incidence 41/281 (14.59%) in Ethiopia, general, 2019-2020",,,,,,41.0,281.0,14.59,10.94,19.2
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,geographic_variation,"SSI incidence 41/281 (14.59%) in Ethiopia, general, 2019-2020",,,,,,41.0,281.0,14.59,10.94,19.2
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,temporal_trends,"SSI incidence 41/281 (14.59%) in Ethiopia, general, 2019-2020",,,,,,41.0,281.0,14.59,10.94,19.2
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,overall_incidence,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,specialty_specific,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,geographic_variation,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,temporal_trends,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,overall_incidence,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,specialty_specific,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,geographic_variation,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,temporal_trends,"SSI incidence 8/281 (2.85%) in Ethiopia, general, 2019-2020",,,,,,8.0,281.0,2.85,1.45,5.52
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,,169.0,212.0,79.72,73.8,84.58
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,,169.0,212.0,79.72,73.8,84.58
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,,169.0,212.0,79.72,73.8,84.58
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 169/212 (79.72%) in Cameroon, general, 2010-2011",,,,,,169.0,212.0,79.72,73.8,84.58
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,,3.0,3.0,100.0,43.85,100.0
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,,3.0,3.0,100.0,43.85,100.0
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,,3.0,3.0,100.0,43.85,100.0
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 3/3 (100.0%) in Cameroon, general, 2010-2011",,,,,,3.0,3.0,100.0,43.85,100.0
